IMR,DISTRICT,FD,STATE,FS,POPULATION,BCG,DPT_1,DPT_2,DPT_3,PENTA_1,PENTA_2,PENTA_3,OPV_0,OPV_1,OPV_2,OPV_3,HEP_B0,HEP_B1,HEP_B2,HEP_B3,MEAS_1,MEAS_2,JE_1,M_FI_9_11,F_FI_9_11,T_FI_9_11,DPT_1B,OPV_B,MMR_V,DPT5_2B,TT_10,TT_16,AEFI_A,AEFI_D,AEFI_O,IS_P,IS_H,IS_ASHA,JE_16M,dropout_gap_percent,asha_efficiency_ratio,IMR_TARGET,IMR_TARGET_NUM
LOW,Shahdara,NPD,DELHI,NHF,1110751,39963.0,1729,1562,1551,25978,23599,22604,36338,25736,23790,22682,34748.25,2216,1898,2038,18982,14025,0,12538,11188,23726,23834,23863,13566,11373,3226,2277,3,0,7,7345,7095,3321,2,40.63008282661462,2.9898690165482633,LOW,0
LOW,South,NPD,DELHI,NHF,2733752,13963.25,2413,2182,1929,16867,16670,16194,10829,16601,16953,16726,9966.0,1596,1832,1915,14753,8856,2,9417,8087,17505,19171,19256,11946,10103,3628,1874,0,0,1,6538,6376,3011,0,0.0,1.1014166610577698,LOW,0
LOW,South East,NPD,DELHI,NHF,1500636,15731.0,3587,3746,3918,25415,26155,24511,7778,28442,28701,27975,7131.75,3219,3191,3016,23101,17786,0,14959,13030,27989,28945,28883,15522,15088,4654,2381,1,0,3,11013,10579,5796,1,0.0,3.8623623583600555,LOW,0
LOW,South West,NPD,DELHI,NHF,2292363,15426.75,792,932,1088,22465,21987,21629,12050,22859,22757,22550,11748.0,603,774,1138,18886,13533,0,13122,11120,24242,24827,24853,13666,14189,3716,2220,1,1,1,7762,7454,5620,0,0.0,2.451618700877653,LOW,0
LOW,West,NPD,DELHI,NHF,2531583,37806.25,3970,4013,4119,38813,37264,36424,29555,42723,41177,40539,26517.25,4719,3671,3707,32581,25759,8,22059,18971,41031,42991,42808,23117,23886,5747,2257,2,0,12,17771,17111,9615,0,0.0,3.7980188680363236,LOW,0
LOW,North Goa,NPD,GOA,NHF,817761,10639.75,302,248,269,9536,9608,9693,9920,9744,9789,9879,7607.0,253,209,229,7710,0,6813,4607,4403,9011,10288,10305,10743,9003,10025,10068,3,0,14,2954,2944,0,9139,15.308160436100474,0.0,LOW,0
LOW,South Goa,NPD,GOA,NHF,639962,8008.25,41,47,45,9774,10219,10357,7633,9783,10227,10360,4922.5,65,58,79,7789,9,6854,5021,4906,9927,11023,11010,10965,10408,10511,9186,2,0,13,2392,2391,0,9519,0.0,0.0,LOW,0
LOW,Ahmedabad,NPD,GUJARAT,NHF,7208200,153181.75,2542,2166,2491,137485,131122,129686,137637,136320,125256,128440,69082.25,1693,1244,1337,102815,112817,55,70507,63593,134100,114657,112105,40,65081,49143,46176,315,0,477,45124,43936,38137,0,12.456934328012311,5.290779945062568,LOW,0
LOW,Amreli,NPD,GUJARAT,NHF,1513614,30858.0,32,10,7,30163,29706,29671,28772,30315,29822,29852,14891.0,173,27,159,26537,25836,0,15976,14340,30317,29079,28996,6,27495,28193,27923,22,0,59,14629,14487,13042,0,1.7531920409618251,8.61646364264601,LOW,0
LOW,Anand,NPD,GUJARAT,NHF,2090276,36732.5,7,4,8,33874,33064,33394,30961,33720,32960,33216,13455.75,19,15,15,27447,32088,0,18594,16402,34996,32229,32138,2,31102,28551,29517,13,2,9,20534,20232,18765,0,4.727421220989587,8.97728338267291,LOW,0
LOW,Aravalli,NPD,GUJARAT,NHF,1024000,23223.0,181,163,155,23309,23288,23120,23590,23468,23429,23241,15035.75,111,43,26,18271,21710,0,11695,10848,22544,22280,22253,64,20126,20608,20195,10,0,5,12951,12944,12648,0,2.9238255178056236,12.3515625,LOW,0
LOW,Banas Kantha,PD,GUJARAT,NHF,3116045,73407.0,23,21,15,74895,72038,69719,32330,75074,71886,69402,21589.0,1,1,4,55350,65146,0,36221,32228,68449,65766,65589,0,63373,63624,62788,86,0,5546,36027,35196,33449,0,6.754124266078167,10.734440613020672,LOW,0
LOW,Bharuch,NPD,GUJARAT,NHF,1550822,31707.25,74,62,63,29231,28772,29435,25393,29619,28759,29433,7882.0,163,65,118,22637,24939,0,15020,13724,28744,25477,25463,2,17542,19068,24398,33,0,1034,16869,16808,15643,3,9.345654385038122,10.086908749037606,LOW,0
LOW,Bhavnagar,NPD,GUJARAT,NHF,2877961,49678.25,3931,3665,3562,42709,41294,41090,35977,45248,43556,43424,21103.25,2437,1542,1505,37518,34480,8,25050,21857,46907,40236,40049,192,29340,32071,34200,93,0,1093,22145,21718,20323,1,5.578396984595875,7.06159673463261,LOW,0
LOW,Botad,NPD,GUJARAT,NHF,130302,14732.75,193,139,132,14608,13865,13657,10026,14545,13704,13521,8559.25,14,5,13,10343,10922,0,6867,6067,12934,11232,11192,1,7869,9169,10293,8,0,92,5914,5888,5193,0,12.20919380292206,39.85357093521205,LOW,0
LOW,Chhotaudepur,NPD,GUJARAT,NHF,202697,23145.25,618,572,614,20041,20046,20004,18564,20477,20379,20365,5661.0,600,119,405,15919,12835,12,9346,8449,17795,17304,17009,123,10788,17528,18777,21,0,84,12907,12812,12120,1,23.11597411995982,59.79368219559244,LOW,0
LOW,Dahod,PD,GUJARAT,NHF,2126558,63394.25,1701,1324,1357,61438,60690,60221,60064,62220,60934,59956,38882.0,685,207,232,49534,50231,0,28675,26238,54914,52192,51958,2,46429,50579,55063,16,0,20,24362,24302,23233,0,13.377001857423979,10.925166395649683,LOW,0
LOW,Devbhumi Dwarka,NPD,GUJARAT,NHF,752484,14735.5,758,706,661,13867,13680,13715,12295,14313,14122,14059,7457.5,204,298,388,10933,11771,0,7270,6610,13881,12533,12490,10,7928,7615,7939,3,0,4,7611,7539,5559,0,5.7989209731600555,7.38753249238522,LOW,0
LOW,Gandhinagar,NPD,GUJARAT,NHF,1387478,36341.25,973,710,720,31628,31071,30661,31059,32453,31840,30761,20741.5,347,100,109,25396,26009,0,16973,15363,32337,29721,29630,72,26053,25412,24607,12,0,49,14272,14252,13738,5,11.018470746053039,9.901418256721907,LOW,0
LOW,Gir Somnath,NPD,GUJARAT,NHF,153696,24138.5,631,447,792,22431,21998,22082,23954,22831,22389,22403,20801.5,390,246,258,19063,20340,17,11459,10825,22284,21597,21500,129,18523,18882,18268,124,0,119,12668,12524,11260,2,7.682747478095159,73.26150322714969,LOW,0
LOW,Jamnagar,NPD,GUJARAT,NHF,2159130,35819.5,444,344,310,28209,27098,27400,36044,28314,27178,27388,21289.25,8,1,3,22185,22419,0,14052,12870,26923,24808,24972,8,18375,18478,16453,5,1,5,13584,13505,11665,0,24.83703010929801,5.4026390259039525,LOW,0
LOW,Junagadh,NPD,GUJARAT,NHF,2742291,23001.0,1001,900,858,20317,19902,19882,22062,20945,20411,20624,15044.5,288,129,189,16914,16427,0,10726,9340,20067,18637,18568,59,11591,13851,14512,48,1,205,13599,13550,12653,0,12.755967131863832,4.614025280322183,LOW,0
LOW,Kachchh,PD,GUJARAT,NHF,2090313,53806.25,3810,3610,3941,48899,47240,46998,42537,50825,47924,49710,22241.5,1442,1052,611,39370,38183,6,25084,23082,48167,44254,43800,28,26624,29961,31665,106,1,364,22565,21660,19839,0,10.48065977465443,9.490923129693975,LOW,0
LOW,Kheda,NPD,GUJARAT,NHF,2298934,48975.0,1299,694,713,46013,45253,46585,34377,46092,45183,46561,17917.25,328,240,370,37384,39435,28,23746,22096,45843,42942,42233,121,28184,29528,35424,15,3,18,22442,22356,21750,0,6.3950995405819295,9.460906663697175,LOW,0
LOW,Mahesana,NPD,GUJARAT,NHF,2027727,37951.25,13,13,13,36837,36373,36405,34300,36922,36428,36454,15498.25,173,16,22,29268,33963,0,18808,16698,35506,34483,34398,4,34122,35408,33895,3,0,6,20589,20499,19998,0,6.443134284114489,9.862274359418207,LOW,0
LOW,Mahisagar,NPD,GUJARAT,NHF,994624,22705.5,2630,2591,2821,18671,18765,19969,17177,20368,20554,21635,3904.25,370,249,325,18167,13873,2,11110,9943,21054,17705,17502,31,13857,16070,17103,13,0,455,12851,12704,11761,1,7.273568078218934,11.824568882311306,LOW,0
LOW,Morbi,NPD,GUJARAT,NHF,188278,20939.75,29,5,6,21102,19893,19959,20824,21214,19870,19926,16351.25,31,0,3,14391,18346,0,9993,9194,19188,18510,18501,200,16550,15994,15191,0,0,7,9351,9089,8273,0,8.365668167002948,43.9403435345606,LOW,0
LOW,Narmada,PD,GUJARAT,NHF,590379,9250.0,26,18,25,9761,9721,9664,8450,9757,9723,9700,6124.25,23,11,15,7392,8579,1,4864,4498,9362,8935,8888,0,5942,7023,9440,32,0,1662,8496,8399,7840,0,0.0,13.279605135006495,LOW,0
LOW,Navsari,NPD,GUJARAT,NHF,1330711,21175.5,23,23,21,19198,18873,19120,21125,19208,18886,19139,7237.75,1,0,0,14684,17847,0,10094,9148,19242,17994,17991,2,15065,18053,21208,1,0,16,15566,15559,15057,0,9.130835163278316,11.315003783691576,LOW,0
LOW,Panch Mahals,PD,GUJARAT,NHF,2388267,35374.5,1654,1505,1576,32898,33171,33071,25415,33838,33702,33570,7312.25,418,74,105,26862,23620,5,18362,16721,35083,28038,27763,13,27358,26752,28110,33,0,209,18295,18005,16374,1,0.8240399157585266,6.856017354843491,LOW,0
LOW,Patan,NPD,GUJARAT,NHF,1342746,27932.25,1,1,1,26634,26105,26534,24335,26908,26351,26662,15632.0,30,0,3,22050,25541,0,14494,12868,27362,26241,26345,0,21912,23149,22204,7,0,76,12273,11991,10911,0,2.0415469573700653,8.12588531263545,LOW,0
LOW,Porbandar,NPD,GUJARAT,NHF,586062,9156.0,2305,2243,2204,10497,10147,10018,9060,10538,10190,9995,5248.5,32,13,22,8185,9835,0,5252,4723,9975,10033,10000,12,9328,10317,9799,11,0,34,5884,5864,5224,0,0.0,8.913732676747511,LOW,0
LOW,Rajkot,NPD,GUJARAT,NHF,3799770,67211.5,98,83,128,57999,56192,55933,64740,60778,56244,55966,40493.25,76,13,36,43601,51199,0,30519,27073,57593,51482,51472,174,41138,39249,37886,85,0,4706,26016,25409,23388,0,14.310795027636638,6.155109388199812,LOW,0
LOW,Sabar Kantha,PD,GUJARAT,NHF,2427346,32123.5,33,22,21,28684,28103,27798,28576,29310,28839,28572,14426.5,11,5,248,22042,25599,0,14749,13791,28541,26429,26205,0,22725,23491,22782,6,0,157,16688,16611,16073,0,11.1522717014024,6.621635316926388,LOW,0
LOW,Surat,NPD,GUJARAT,NHF,6079231,123527.75,1346,1374,1302,109360,108769,106743,113780,109325,108788,106866,53377.5,1325,1480,1573,82030,93851,0,54869,49128,103997,96831,96473,18,73503,56892,45237,36,0,58,39713,39518,25189,4,15.810819836028747,4.143451696439895,LOW,0
LOW,Surendranagar,NPD,GUJARAT,NHF,1755873,32346.75,61,50,42,31995,31033,30472,31063,32017,31007,30452,18596.5,95,24,64,24175,26032,0,15488,13663,29151,27434,27391,1,24878,27163,26283,97,1,454,17017,16705,15245,6,9.879663335574671,8.682290803492053,LOW,0
LOW,Tapi,NPD,GUJARAT,NHF,806489,11158.0,0,0,0,10882,10734,10570,8297,10884,10735,10566,5317.0,0,0,0,8286,10352,1,5595,5180,10775,10374,10373,0,9071,10662,12178,1,0,149,9542,9503,9252,0,3.4325147875963435,11.471948160483281,LOW,0
LOW,The Dangs,PD,GUJARAT,NHF,226769,6021.0,21,18,25,5856,5730,5634,4045,5895,5755,5597,3221.0,36,8,23,4373,4629,2,2659,2602,5261,4814,4760,24,2741,3254,5979,29,0,175,4719,4584,4264,0,12.62248795881083,18.8032755799955,LOW,0
LOW,Vadodara,NPD,GUJARAT,NHF,4157568,65520.25,1160,1009,1070,55835,54135,54263,55178,55734,54015,54312,16423.5,2439,584,426,44038,43389,29,28792,25976,54768,50151,49941,113,39236,35758,35226,25,0,605,22961,22401,20825,6,16.41057535647376,5.0089379175518,LOW,0
LOW,Valsad,PD,GUJARAT,NHF,1703068,31951.75,84,68,65,27918,27760,27633,27295,27577,27444,27416,17627.5,112,23,123,22362,22081,0,13525,12572,26098,26398,26354,13,23333,24533,23681,0,0,6,20545,20404,19223,0,18.320592768784184,11.287276843907584,LOW,0
LOW,Ambala,NPD,HARYANA,NHF,1136784,19204.0,0,30,38,19065,18792,18899,18247,18628,18409,18456,12327.25,0,25,30,14730,19026,14347,9237,8219,17456,18758,19184,0,20495,16628,13807,33,0,210,10262,10067,6368,18546,9.102270360341596,5.601767794057622,LOW,0
LOW,Bhiwani,NPD,HARYANA,NHF,1629109,28321.25,74,91,152,26368,25398,25016,16721,26417,24829,24270,12624.75,566,35,84,20152,22534,53,13632,10826,24458,23995,23611,74,14332,11803,10271,12,0,27,15551,15296,12351,23,13.640817407423755,7.581444826589259,LOW,0
LOW,Faridabad,NPD,HARYANA,NHF,1798954,51932.5,9,509,640,45854,43944,42422,41066,45190,43472,42154,26295.25,398,541,610,32606,41682,0,21823,19516,41340,40724,40373,0,24524,14892,9892,53,2,161,17165,16723,10765,0,20.396668752707843,5.984032943588329,LOW,0
LOW,Fatehabad,NPD,HARYANA,NHF,941522,20147.25,14,69,75,17109,16573,16271,15451,17050,16559,16226,11165.75,76,52,54,12679,16032,3,8303,7335,15639,16197,16189,0,12443,11457,9414,40,0,137,8497,8410,6754,6,22.37650299668689,7.173491431958042,LOW,0
LOW,Gurgaon,NPD,HARYANA,NHF,1514085,39086.75,36,865,1082,45982,46466,47210,34024,45788,46420,47264,28002.5,1111,1443,1573,37646,46855,0,22489,20682,43171,45756,45999,0,33480,22799,16671,5,0,36,15502,15259,10425,16,0.0,6.88534659546855,LOW,0
LOW,Hisar,PD,HARYANA,NHF,1742815,33822.25,3,85,85,31889,30908,30872,27739,31637,30755,30622,18421.75,5,31,46,23172,29226,0,15248,13405,28653,29975,29850,0,21809,18314,15968,23,0,117,15272,14983,11942,4,15.283578117954896,6.852132899934875,LOW,0
LOW,Jhajjar,NPD,HARYANA,NHF,956907,15381.25,58,158,134,17233,16769,16607,12604,16947,16516,16241,9629.25,356,421,264,13038,16569,0,8643,7267,15911,16358,16375,0,6482,3754,3054,150,0,1069,9039,8791,6820,33,0.0,7.12712938665931,LOW,0
LOW,Jind,PD,HARYANA,NHF,1332042,24218.0,7,8,14,23327,22607,22756,20071,23236,22518,22657,12441.0,0,1,1,17279,21461,0,11968,10476,22444,21774,21617,0,19154,18135,17826,2,0,62,12238,11966,8612,8,7.325130068544058,6.4652616058652805,LOW,0
LOW,Kaithal,NPD,HARYANA,NHF,1072861,21127.0,18,27,17,20505,20182,20240,17360,20345,20039,20023,11928.25,12,8,19,15776,20480,15735,11327,9766,21093,20575,20716,23,18733,15275,13573,102,0,118,8910,8770,7613,20284,0.16093150944289297,7.0959798147197075,LOW,0
LOW,Karnal,NPD,HARYANA,NHF,1506323,29277.5,3,29,28,29127,28571,28833,26009,29008,28365,28441,17884.25,117,45,48,22635,28798,22884,13701,11998,25699,28372,28652,34,25588,24989,22479,7,0,114,13996,13849,11114,28513,12.222696610024764,7.378231627612404,LOW,0
LOW,Kurukshetra,NPD,HARYANA,NHF,964231,16670.25,5,36,38,16862,16676,16526,14187,16737,16632,16474,8884.0,93,18,35,12946,16512,12975,8990,7723,16713,16477,16494,2,16108,11343,8309,75,0,280,7399,7335,5573,16553,0.0,5.779735353872672,LOW,0
LOW,Mahendragarh,NPD,HARYANA,NHF,921680,16561.0,103,98,85,14482,14113,13891,15265,14230,13718,13405,12623.25,58,30,34,10944,13555,12,7469,5988,13457,13539,13593,18,10066,8523,8109,241,0,660,8363,8276,7620,27,18.74282953927903,8.267511500737783,LOW,0
LOW,Mewat,PD,HARYANA,NHF,1089406,39448.5,128,196,149,29324,24744,21438,25510,30100,24767,20974,12413.75,2540,100,53,19161,17852,0,10635,9894,20530,17409,17190,30,6009,5248,4185,42,0,147,9695,9187,8043,11,47.95746352839779,7.382922436630604,LOW,0
LOW,Palwal,PD,HARYANA,NHF,1040493,33486.0,42,261,157,26490,24864,23784,21392,26215,24456,23322,12231.75,3390,219,143,17469,21498,7,10368,9056,19425,21176,21664,14,9647,7061,5241,15,0,34,11656,10539,8506,7,41.99068267335603,8.174970903216071,LOW,0
LOW,Panchkula,NPD,HARYANA,NHF,558890,12457.5,37,230,298,12515,12320,12296,11524,12542,12396,12419,10435.75,346,337,332,9883,11604,10,5718,5456,11175,11710,11719,0,11122,9217,7708,39,0,36,6757,6731,4168,4,10.2950030102348,7.457639249226144,LOW,0
LOW,Panipat,PD,HARYANA,NHF,1202811,32690.0,34,168,213,27187,26151,25559,26766,26746,25650,25030,17112.0,307,112,125,19568,25022,19486,13403,11964,25367,23995,24305,0,17305,12779,8831,20,0,324,11330,10931,8893,24756,22.401345977363107,7.393514026725729,LOW,0
LOW,Rewari,NPD,HARYANA,NHF,896129,18575.0,18,69,32,15673,15224,15093,18163,15436,15002,14793,11094.5,18,30,38,11470,14676,0,8388,6895,15283,14476,14553,0,4258,3947,3652,3,0,31,8958,8841,7778,31,17.722745625841185,8.67955394814809,LOW,0
LOW,Rohtak,NPD,HARYANA,NHF,1058683,32763.0,0,3,0,23485,21523,21054,32549,20936,19890,19457,22024.25,0,0,0,14816,18373,0,9251,8120,17371,18249,18210,0,11385,8229,7570,0,0,7,10015,9963,6937,0,46.979824802368526,6.552480770920096,LOW,0
LOW,Sirsa,NPD,HARYANA,NHF,1295114,28906.5,3,49,41,23340,22721,22562,26473,22985,22373,21926,18422.5,159,100,106,16503,20734,0,10081,9201,19283,20797,20788,3,20985,16094,13326,76,0,193,12197,11889,9564,2,33.291820178852504,7.384678105556731,LOW,0
LOW,Sonipat,NPD,HARYANA,NHF,1480080,34404.5,314,248,214,28826,27988,27575,31502,28486,27434,27064,18657.5,368,200,180,21971,27230,0,14740,12504,27244,27429,27300,0,23048,19381,17438,14,1,33,12282,12027,9342,12,20.812684387216787,6.311820982649587,LOW,0
LOW,Yamunanagar,NPD,HARYANA,NHF,1214162,22511.0,45,98,105,22366,21916,21695,22513,22347,21927,21746,17310.0,44,88,99,15975,20746,15643,11085,9742,20827,20430,20728,0,18385,13660,11251,50,1,93,13495,13320,10756,20395,7.480787170716538,8.85878490679168,LOW,0
LOW,Bilaspur,NPD,HIMACHAL PRADESH,HF,382056,5167.75,2257,2353,2535,4008,3861,3715,4365,6266,6216,6250,3925.5,2259,2354,2535,4698,5146,6,3221,2884,6106,5972,5982,1,5316,5685,6204,1,0,10,3733,3691,2012,2,0.0,5.266243692024205,LOW,0
LOW,Chamba,PD,HIMACHAL PRADESH,HF,518844,8421.0,3319,3573,3785,5693,5379,5138,3408,9013,8952,8923,3303.0,3321,3578,3785,6385,6677,0,4075,3882,7957,8148,8173,0,6512,7231,7221,1,0,19,4779,4682,3010,0,5.510034437715236,5.801358404452976,LOW,0
LOW,Hamirpur,NPD,HIMACHAL PRADESH,HF,454293,5786.75,2503,2675,2877,4388,4265,4132,5500,6863,6926,7010,5385.25,2505,2675,2879,5158,5594,0,3530,3042,6572,6620,6630,0,5836,6181,7499,6,0,54,4068,4048,2636,12,0.0,5.802422665548446,LOW,0
LOW,Kangra,NPD,HIMACHAL PRADESH,HF,1507223,23129.75,7867,8466,9222,14149,13824,13378,20972,21999,22291,22598,17217.75,7848,8452,9195,16951,18755,7,11767,10030,21797,22059,22167,0,20304,20249,24968,1,0,71,12121,12090,7345,116,5.762059685037668,4.873200581466711,LOW,0
LOW,Kinnaur,PD,HIMACHAL PRADESH,HF,84298,655.75,400,436,477,666,627,594,413,1020,1040,1061,401.0,400,437,478,841,996,0,565,513,1079,1165,1165,0,1128,1018,978,2,0,45,622,600,278,0,0.0,3.2978243849201645,LOW,0
LOW,Kullu,NPD,HIMACHAL PRADESH,HF,437474,6021.0,2303,2460,2624,4207,4015,3892,4732,6485,6465,6503,4320.0,2305,2462,2627,4898,5307,42,3242,3062,6304,6352,6365,117,7034,7690,7405,2,0,93,3603,3578,2158,0,0.0,4.932864581666568,LOW,0
LOW,Lahul Spiti,PD,HIMACHAL PRADESH,HF,31528,130.5,108,123,128,173,181,181,125,276,304,310,124.75,108,123,128,239,273,0,136,145,281,324,324,0,251,263,267,0,0,0,512,480,164,0,0.0,5.201725450393302,LOW,0
LOW,Mandi,PD,HIMACHAL PRADESH,HF,999518,11622.5,5116,5452,5881,9161,8785,8538,9216,14257,14213,14494,8608.75,5182,5477,5915,10922,12128,1,7428,6597,14025,14221,14309,6,12627,13574,15904,5,0,99,7491,7402,5197,1,0.0,5.19950616197007,LOW,0
LOW,Shimla,NPD,HIMACHAL PRADESH,HF,813384,15355.5,4396,4592,4745,7346,6862,6473,13587,11718,11456,11219,13057.0,4327,4609,4743,8409,8511,5,5695,5049,10745,10000,10011,250,8261,6954,6578,0,0,4,7200,7133,4010,5,30.02507244961089,4.930020752805563,LOW,0
LOW,Sirmaur,NPD,HIMACHAL PRADESH,HF,530164,7335.5,3565,3754,4008,5891,5585,5284,4875,9457,9339,9292,4775.25,3573,3762,4015,7052,7671,0,4663,4290,8953,9002,9031,0,7751,8578,9094,3,0,103,3989,3980,2701,0,0.0,5.094649957371682,LOW,0
LOW,Solan,NPD,HIMACHAL PRADESH,HF,576670,9625.25,3759,4027,4328,6600,6394,6220,6911,10360,10422,10548,5984.5,3763,4027,4328,8206,8853,0,5560,4897,10457,10508,10559,0,8372,8255,10050,0,0,22,4747,4715,2943,0,0.0,5.103438708446772,LOW,0
LOW,Una,NPD,HIMACHAL PRADESH,HF,521057,7675.0,3147,3321,3552,5216,4971,4771,5189,8351,8283,8310,3453.0,3141,3320,3560,6213,6853,0,4225,3691,7916,8080,8087,18,8200,8041,8682,4,0,116,4231,4240,2376,1,0.0,4.559961770017483,LOW,0
LOW,Anantnag,NPD,JAMMU & KASHMIR,HF,1069749,16353.75,11,11,11,16148,16066,15946,16067,16159,16078,15957,15177.75,11,11,11,11585,14891,0,8231,7540,15772,14892,14892,7,17001,10469,8505,0,0,175,5764,5365,5168,0,3.557288083772835,4.831039804664459,LOW,0
LOW,Badgam,NPD,JAMMU & KASHMIR,HF,755331,4941.5,398,385,376,12560,12840,13012,4433,12547,12828,13005,4346.25,406,389,384,9889,12447,0,6783,6366,13149,12371,12435,8,14940,10592,8159,0,0,0,5538,5025,5009,0,0.0,6.631529753181056,LOW,0
LOW,Bandipora,NPD,JAMMU & KASHMIR,HF,385099,3945.75,0,0,0,6997,7006,6914,3373,6993,6999,6910,2664.75,28,26,27,4806,6105,0,3350,3190,6540,6125,6170,0,5310,5621,4847,0,0,6,2453,2343,2253,0,0.0,5.850443652151784,LOW,0
LOW,Baramula,NPD,JAMMU & KASHMIR,HF,1015503,13167.25,10,8,8,18870,18500,18386,11825,18890,18477,18338,10536.0,1,2,3,13786,16500,0,9161,8539,17700,16816,16973,50,12822,12640,11020,8,0,7,7014,6398,6299,0,0.0,6.2028374116078435,LOW,0
LOW,Doda,PD,JAMMU & KASHMIR,HF,409576,7022.5,7,0,2,7997,7646,7271,5509,8024,7672,7273,4349.75,37,35,26,5067,4936,0,3407,2978,6385,5369,5361,34,3462,3520,2648,7,0,0,2460,2414,2267,0,9.077963688145248,5.534992284704182,LOW,0
LOW,Ganderbal,NPD,JAMMU & KASHMIR,HF,297003,2531.5,8,7,16,5238,5307,5227,2144,5230,5311,5221,1803.5,24,1,7,3830,4927,0,2183,2045,4228,5042,5110,30,4733,3728,2446,1,0,4,4337,4259,3738,0,0.0,12.585731457258007,LOW,0
LOW,Jammu,NPD,JAMMU & KASHMIR,HF,1526406,31814.5,294,244,269,22446,21771,21795,31135,23451,22672,22327,26195.5,178,189,218,17527,20751,1,12514,10909,23424,22725,23198,104,18467,15543,10028,6,0,0,12542,11742,9429,0,26.373194612519445,6.1772555925487715,LOW,0
LOW,Kargil,NPD,JAMMU & KASHMIR,HF,143388,2330.5,258,264,236,2407,2432,2435,2047,2503,2521,2507,1764.0,44,71,89,2081,1487,0,625,494,1119,2589,2578,767,2201,1916,1337,1,0,0,1890,1860,1957,0,51.98455267110062,13.648282980444668,LOW,0
LOW,Kathua,NPD,JAMMU & KASHMIR,HF,615711,9942.5,1,16,19,11381,11222,10991,6933,11373,11199,10970,6014.5,2,19,25,8076,10186,0,5922,4913,10835,10680,10683,0,9778,9824,7776,0,0,0,6827,6670,5877,0,0.0,9.545062537456698,LOW,0
LOW,Kishtwar,PD,JAMMU & KASHMIR,HF,231037,4485.25,217,160,161,4128,4151,4172,4141,4156,4142,4185,3309.5,8,6,9,3186,2853,0,2017,1793,3811,3655,3673,4,4337,4600,3600,0,0,30,2179,1313,1255,0,15.032606878100442,5.4320303674303245,LOW,0
LOW,Kulgam,NPD,JAMMU & KASHMIR,HF,423181,4735.5,99,0,0,9497,9509,9562,4362,9481,9496,9562,3909.0,11,7,6,7215,9140,0,5088,4686,9774,9219,9236,17,5769,5830,4940,3,0,19,4898,4625,4590,0,0.0,10.846422689109389,LOW,0
LOW,Kupwara,NPD,JAMMU & KASHMIR,HF,875564,11755.0,1,3,3,16824,16559,16102,9275,16760,16520,16080,7545.25,19,20,26,13919,14072,0,8133,7503,15636,15282,15289,0,14193,11542,9227,2,0,0,6263,5509,5181,0,0.0,5.917328716118981,LOW,0
LOW,Leh Ladakh,PD,JAMMU & KASHMIR,HF,147104,2014.5,21,18,21,1984,1963,1929,1836,1985,1962,1931,1699.25,0,2,3,1563,2017,0,1040,950,1991,2031,2031,1,1613,1352,821,2,0,2,1770,1631,1447,0,1.1665425663936462,9.836578203175986,LOW,0
LOW,Poonch,PD,JAMMU & KASHMIR,HF,476820,10410.5,2,5,10,10837,10645,10485,7556,10826,10607,10455,7149.5,0,1,6,7729,8967,0,5238,4610,9848,9554,9506,1,10125,8513,6871,28,0,14,2885,2735,2561,0,5.403198693626627,5.370999538609958,LOW,0
LOW,Pulwama,NPD,JAMMU & KASHMIR,HF,570060,5571.75,15,10,10,9613,9642,9511,5389,9585,9623,9490,4674.25,0,0,0,6925,8665,0,4751,4367,9118,8635,8678,0,4903,4636,4317,4,0,299,10115,9423,9298,0,0.0,16.310563800301725,LOW,0
LOW,Rajouri,PD,JAMMU & KASHMIR,HF,619266,15204.5,0,0,0,13481,13442,13050,9861,13495,13212,13010,8657.5,0,0,0,9621,11577,0,6829,6101,12930,11975,11917,0,6942,11752,10160,0,0,0,5399,5143,4690,0,14.959387023578547,7.573482154679895,LOW,0
LOW,Ramban,PD,JAMMU & KASHMIR,HF,283313,5713.5,371,390,342,6514,6159,5706,4379,6655,6215,5801,3608.0,324,332,296,5013,3238,0,2420,2337,4757,4006,3992,7,1297,685,280,0,0,0,3052,2651,2396,0,16.74105189463551,8.457077507915274,LOW,0
LOW,Reasi,NPD,JAMMU & KASHMIR,HF,314714,5461.5,14,13,11,6554,6405,6397,4974,6519,6360,6349,3247.75,12,14,19,4178,4752,0,2877,2459,5337,4723,4639,42,4250,4456,3764,84,0,432,3248,3027,2893,0,2.279593518264213,9.192473166112723,LOW,0
LOW,Samba,NPD,JAMMU & KASHMIR,HF,318611,2782.0,5,2,0,5553,5469,5346,2686,5558,5474,5289,2254.25,5,2,0,4183,5160,0,2794,2432,5226,5333,5416,0,5070,4643,3292,0,0,0,3505,3443,3071,0,0.0,9.63871303878397,LOW,0
LOW,Shopian,NPD,JAMMU & KASHMIR,HF,265960,2178.5,11,16,17,4077,4047,4086,1904,4077,4047,4085,902.0,3,0,3,2971,3299,0,2099,1907,4007,3452,3453,0,2899,2874,1816,1,0,1,5733,4846,4570,0,0.0,17.183035042863587,LOW,0
LOW,Srinagar,NPD,JAMMU & KASHMIR,HF,1250173,36149.0,363,236,180,14644,14864,15367,35815,14888,15004,15406,33410.25,978,191,88,12201,15661,0,8167,7788,15955,16032,16243,163,15563,13301,9521,8,0,1,6863,6594,3604,0,55.863232731195886,2.8828010203387855,LOW,0
