IMR,DISTRICT,FD,STATE,FS,POPULATION,BCG,DPT_1,DPT_2,DPT_3,PENTA_1,PENTA_2,PENTA_3,OPV_0,OPV_1,OPV_2,OPV_3,HEP_B0,HEP_B1,HEP_B2,HEP_B3,MEAS_1,MEAS_2,JE_1,M_FI_9_11,F_FI_9_11,T_FI_9_11,DPT_1B,OPV_B,MMR_V,DPT5_2B,TT_10,TT_16,AEFI_A,AEFI_D,AEFI_O,IS_P,IS_H,IS_ASHA,JE_16M,dropout_gap_percent,asha_efficiency_ratio,IMR_TARGET,IMR_TARGET_NUM
HIGH,Hailakandi,PD,Assam,HF,659260,16725.75,3796,4222,4618,13051,12320,11640,6548,16560,16301,15969,5506.25,3811,4234,4592,12257,14931,7269,8303,7731,16035,14917,14635,0,9097,9656,7738,13,0,26,7920,7782,7332,9296,4.129859647549437,11.12156053757243,HIGH,1
HIGH,Jorhat,NPD,Assam,HF,1091295,17067.75,4214,4722,5084,13844,13326,12878,13444,17649,17737,17918,8761.5,4214,4735,5047,13962,15581,13512,9542,8640,18183,16902,16975,777,13751,12146,9559,0,0,68,12348,12150,11477,16156,0.0,10.516862993049543,HIGH,1
HIGH,Kamrup M,NPD,Assam,HF,1260419,32293.75,6969,7074,7471,19178,17161,16622,25379,24144,23535,23414,19862.75,9362,8000,8322,18687,17612,10144,11313,10524,21837,19702,19783,313,13532,10435,7952,2,0,201,7967,7906,7787,10340,32.38010450938649,6.178104265327641,HIGH,1
HIGH,Kamrup R,NPD,Assam,HF,1517202,27391.0,6726,7786,8511,23540,22501,21502,10129,29728,29828,29672,8186.5,6678,7770,8438,22949,26736,21887,15208,14118,29326,27853,28144,2,15279,10608,7104,5,0,72,12742,12595,12540,26997,0.0,8.265214519885948,HIGH,1
HIGH,Karbi Anglong,NPD,Assam,HF,965280,20795.25,4505,5160,5504,16569,16119,15042,7621,20507,20864,20293,5028.25,4465,5122,5477,15077,15878,8198,10254,9736,19990,16438,16522,24,7156,7230,6756,0,0,26,14029,13694,13382,9519,3.8722785251439626,13.863334990883473,HIGH,1
HIGH,Karimganj,PD,Assam,HF,1217002,30410.25,6337,8198,8030,22741,21517,19974,10875,28313,27955,26903,9137.5,6118,7228,7669,21255,22463,10738,13829,12930,26759,23441,22692,37,10355,12100,9924,1,0,2,14049,13558,12861,12100,12.006642497184338,10.567772279749745,HIGH,1
HIGH,Kokrajhar,PD,Assam,HF,886999,18461.75,4385,4922,5242,11540,11187,10723,7754,16425,16498,16188,6415.5,4216,4723,4981,12709,11315,4284,8255,7684,15940,12910,12930,32,5446,4675,4151,2,0,318,11788,11516,11467,5817,13.659322653594593,12.927861248998026,HIGH,1
HIGH,Lakhimpur,NPD,Assam,HF,1040644,20428.5,4499,4990,5342,16066,15343,14409,12145,20000,19991,19472,9906.0,4506,5006,5328,15667,17707,14927,10373,9900,20274,17951,18076,16,9690,7402,5136,0,0,0,14918,14210,14043,16992,0.7562963506865409,13.49452838819039,HIGH,1
HIGH,Marigaon,NPD,Assam,HF,957853,22368.0,4954,5506,5872,17610,16730,15826,9942,21789,21547,21109,9159.5,4945,5440,5773,16631,18608,10380,11084,10338,21423,19578,19642,203,11912,10375,7489,0,0,0,11248,10979,10881,13856,4.224785407725322,11.359780676158032,HIGH,1
HIGH,Nagaon,PD,Assam,HF,2826006,63166.25,13801,15668,16896,48795,46121,43187,37596,60746,60399,58934,29140.5,13451,15277,16616,46288,47712,42086,30519,28188,58707,51287,50768,27,24781,18741,12528,4,0,18,25974,25258,24563,43975,7.059545247659944,8.691772062762784,HIGH,1
HIGH,Nalbari,NPD,Assam,HF,769919,14194.0,3888,4064,4289,11641,10946,10295,10157,14873,14556,14167,8098.0,4404,4246,4437,10942,12425,7867,7374,6814,14189,12806,12879,0,6893,5360,4086,0,0,193,9115,9015,8327,9518,0.03522615189516697,10.815423440647653,HIGH,1
HIGH,Sibsagar,NPD,Assam,HF,1150253,16389.5,3970,4509,4882,13577,13082,12487,9243,16937,17120,16912,7243.0,3992,4599,4975,13368,15603,12093,8823,8304,17128,16473,16461,0,8944,6540,4245,0,0,0,13802,13399,13084,14522,0.0,11.374888828805489,HIGH,1
HIGH,Sonitpur,NPD,Assam,HF,1925975,36315.5,8150,9037,9740,27264,26126,25232,19481,34682,34226,33623,18808.25,8220,8982,9631,26791,29829,25752,17610,16663,34274,32360,32105,155,18593,15210,12125,3,1,62,21126,20544,19895,29581,5.621566548718867,10.329832941756772,HIGH,1
HIGH,Tinsukia,NPD,Assam,HF,1316948,23265.25,5478,6069,6586,17571,16778,16002,10720,22194,21994,21672,7638.0,5701,6238,6704,17392,18530,15383,11516,10615,22132,19971,20057,6,11052,7153,4728,0,0,0,11810,11714,11567,18060,4.870998592321166,8.783186579880148,HIGH,1
HIGH,Udalguri,NPD,Assam,HF,832769,12255.25,3389,3767,4053,10581,10093,9545,5578,13560,13484,13224,4641.0,3410,3756,4075,10691,12605,9718,6991,6601,13592,12892,12721,0,7409,3888,2707,20,0,839,9332,9090,8866,11964,0.0,10.646409748681807,HIGH,1
HIGH,Araria,PD,Bihar,HF,2806200,87987.0,15321,18776,21137,70032,65789,59748,57078,84046,83172,79224,48061.25,15126,18743,20914,61017,64700,53175,39498,36135,75634,66605,66347,74,8286,11575,21839,43,4,421,33078,31129,27287,59530,14.039574027981406,9.723825814268407,HIGH,1
HIGH,Arwal,NPD,Bihar,HF,699563,14823.75,2935,3425,4010,12585,11978,11291,11143,14784,14824,14822,9225.0,2998,3563,4329,11357,13445,9714,7607,6761,14369,14191,13943,5,1958,6519,10402,44,0,150,10938,10854,10507,12504,3.06771228602749,15.019376382112833,HIGH,1
HIGH,Aurangabad,NPD,Bihar,HF,2511243,57353.25,11257,13017,14780,46387,44613,42257,43542,56585,56712,56259,33121.25,11584,12995,14766,45923,52787,45220,30901,27832,58733,52838,52878,97,10615,16713,23699,22,0,31,32950,32583,29777,50868,0.0,11.857474565384553,HIGH,1
HIGH,Banka,NPD,Bihar,HF,2029339,49098.0,9783,11906,13664,41942,39812,37789,35323,50082,49779,49688,30798.5,9786,11969,13937,38623,45827,31193,25731,23118,48849,46758,46085,3,3574,6562,12257,99,0,335,26986,26824,24799,37645,0.5071489673713797,12.220235258870007,HIGH,1
HIGH,Begusarai,NPD,Bihar,HF,2954367,77228.75,14930,17585,19419,66410,62104,58820,65605,79871,78350,76869,54424.0,15495,17701,19408,59403,71627,4,40501,35936,76438,70285,71177,6,9168,11238,14947,4,4,8,35941,35763,33307,0,1.0239062525290128,11.273819400230236,HIGH,1
HIGH,Bhagalpur,NPD,Bihar,HF,3032226,76965.75,14025,16737,19471,64183,60657,57776,53266,77507,76386,76014,42406.75,14511,16770,19522,56440,67547,49477,37698,33849,71548,69022,68546,50,8019,10230,14193,15,1,69,33991,33922,30382,61995,7.039170020431166,10.019701697696675,HIGH,1
HIGH,Bhojpur,NPD,Bihar,HF,2720155,60433.5,10992,12916,14288,47291,43702,39723,44775,56677,55135,52527,35976.0,11037,12968,14265,43587,42049,39230,26941,23286,50227,45302,45010,27,9576,15867,22645,18,0,16,38794,38079,32206,37768,16.88881166902463,11.839766483895218,HIGH,1
HIGH,Buxar,NPD,Bihar,HF,1707643,38625.75,7687,9138,10497,32147,30207,28170,23757,38041,37485,36700,19851.75,7651,9102,10485,28443,33334,23678,19839,17440,37279,33696,32938,17,8568,9320,16381,45,0,116,23286,22859,20187,29213,3.4866636893782,11.821557550377918,HIGH,1
HIGH,Darbhanga,NPD,Bihar,HF,3921971,107876.5,20067,24105,27246,83093,77055,70833,55572,99091,96714,93044,38418.25,20299,23757,26890,75588,77380,55444,50081,45438,95520,79780,79177,0,16457,19602,33531,0,1,1,44526,42074,33934,70414,11.454301910054552,8.652282232581525,HIGH,1
HIGH,East Champaran,PD,Bihar,HF,5082868,148626.5,26218,33126,36807,120470,114564,105884,77464,146175,147331,141580,56081.5,26249,33003,36592,102417,113475,93041,68127,61628,129756,115693,115691,0,39924,29546,48972,18,2,29,59279,55911,39162,107396,12.696591792177033,7.704705296301222,HIGH,1
HIGH,Gaya,PD,Bihar,HF,4379383,106887.5,20943,24538,27780,87329,83534,78380,64502,103963,103461,101608,47850.75,22780,25808,28134,79551,87247,74843,50765,45766,96531,90965,90121,539,14898,31724,40802,1022,2,93,62140,60866,55072,98923,9.689159162671032,12.575287432042368,HIGH,1
HIGH,Gopalganj,NPD,Bihar,HF,2558037,67354.5,11642,13960,15766,54855,51061,47849,45162,64746,62960,61439,35570.75,11389,13518,15040,45808,57144,37467,32406,28347,60754,56911,57076,13,17227,12414,18596,62,0,40,27778,27033,24964,53439,9.799642191687266,9.759045705750152,HIGH,1
HIGH,Jamui,PD,Bihar,HF,1756078,43050.5,8513,9753,10737,34918,33154,30991,29574,42417,41623,40661,26430.0,8816,10119,11018,30800,31613,22767,20386,18260,38646,33778,32945,11,4083,14537,15991,8,1,11,25085,24653,20967,25490,10.2310077699446,11.939674661376088,HIGH,1
HIGH,Jehanabad,NPD,Bihar,HF,1124176,25883.5,4972,5762,6640,20912,20208,19057,20671,25588,25694,25420,13988.25,4920,5719,6613,19098,22596,17578,12846,11379,24226,23130,23103,179,7988,9671,15232,2,0,23,15945,15896,13636,22078,6.403693472675642,12.129773273935754,HIGH,1
HIGH,Kaimur Bhabua,NPD,Bihar,HF,1626900,37929.5,7077,8344,9728,31198,29138,26885,22304,37836,36875,35910,19627.0,7306,8481,9703,28028,34864,2,18614,16695,35309,35154,36151,28,4435,5725,8607,43,0,3,20559,20020,18934,0,6.90887040430272,11.638084700965026,HIGH,1
HIGH,Katihar,PD,Bihar,HF,3068149,94772.0,16179,19352,21435,75143,69981,64837,60927,88115,85105,82118,46669.5,16088,18791,20905,64601,71774,0,42778,39612,82391,73383,72110,0,8976,14517,24410,118,0,490,43913,43211,40528,1,13.063985143291267,13.209267216161928,HIGH,1
HIGH,Khagaria,NPD,Bihar,HF,1657599,51839.25,9788,11726,13377,43975,42091,40062,40167,53006,52962,52658,33165.25,9778,11695,13386,39295,49795,6,27362,24576,51939,49000,49379,11,11527,7335,10739,0,2,0,21412,21301,19601,0,0.0,11.824934739946151,HIGH,1
HIGH,Kishanganj,PD,Bihar,HF,1690948,50262.5,9117,11528,12863,40287,38465,36012,28542,48938,49477,48324,20515.0,9649,11174,12439,36682,50558,2,23536,21953,45489,51152,50590,113,9233,4083,6080,34,0,296,28821,26681,19935,0,9.49714001492166,11.789244849634644,HIGH,1
HIGH,Lakhisarai,NPD,Bihar,HF,1000717,25206.25,4605,5293,5890,21428,20637,19860,18750,25304,25321,25199,15367.75,4784,5393,6087,17904,21614,13112,13008,11301,24310,21461,21486,0,3601,2896,4187,762,0,535,14212,14179,12464,15846,3.55566575750062,12.455069715014336,HIGH,1
HIGH,Madhepura,NPD,Bihar,HF,1994618,63967.0,12115,14105,16020,51511,48091,44642,48456,63120,61779,60162,39856.75,12116,14232,16084,45822,50512,21,31034,28228,59263,52589,52609,15,12246,12974,15993,28,2,3,22195,21596,19331,0,7.353791798896306,9.691580041892735,HIGH,1
HIGH,Madhubani,NPD,Bihar,HF,4476044,113118.5,19272,23629,26604,90585,85609,78463,59406,104252,102316,99752,44728.75,19176,23322,26144,75810,86595,7,52786,47270,100057,90414,89326,723,19338,18338,27956,31,0,4,45407,44242,39139,4,11.546740807206602,8.74410528582829,HIGH,1
HIGH,Munger,NPD,Bihar,HF,1359054,28837.25,5460,6347,7211,23240,21322,19324,21798,28830,27746,26502,18329.75,5638,6387,7250,18704,23992,0,12383,11331,23714,24357,24517,1,6507,3905,6710,3,1,2,17689,17456,13529,0,17.76608379786561,9.95471850272322,HIGH,1
HIGH,Muzaffarpur,NPD,Bihar,HF,4778610,110109.75,22472,26306,28786,86806,81440,74878,71496,106723,104787,100957,43764.5,21528,25169,27821,76492,81992,67547,53575,47290,100865,86273,86394,254,21236,28137,40031,27,4,83,45730,45140,42031,82774,8.395941322180823,8.79565396632075,HIGH,1
HIGH,Nalanda,NPD,Bihar,HF,2872523,66612.0,14668,16409,17878,57852,54295,50941,44223,69703,69025,67759,37216.0,14592,16465,17835,54880,60673,48380,36036,32194,68230,62475,64134,4003,17630,15453,17871,413,1,3253,42215,41988,36007,59562,0.0,12.534973610307038,HIGH,1
HIGH,Nawada,NPD,Bihar,HF,2216653,54576.25,10153,12361,28050,45921,44231,41192,33985,54014,54159,52458,29550.75,10168,12463,13830,41984,46713,39482,26745,24426,51171,46964,46483,343,11663,18046,21198,97,1,57,24707,24478,23208,48003,6.239435651954834,10.469838986977212,HIGH,1
HIGH,Patna,NPD,Bihar,HF,5772804,127483.0,25682,30026,33186,104713,99831,94287,85852,128343,126571,124855,59768.75,25735,28268,31348,98653,108392,93479,66741,58859,125601,113888,114768,421,31302,27871,37745,1241,1,4844,63383,62633,43187,110025,1.4762752680749591,7.481113164417153,HIGH,1
HIGH,Purnia,PD,Bihar,HF,3273127,104788.25,19905,24235,27685,82710,77290,70653,83355,102468,100721,97548,62253.75,19830,24155,27628,74083,76104,3,50619,46297,96917,82018,81910,11,14344,18381,26781,26,2,190,41995,41107,38046,2,7.5115769182136365,11.62374695512884,HIGH,1
HIGH,Rohtas,NPD,Bihar,HF,2962593,63710.75,13535,15616,17747,56477,54265,52063,41108,68034,67984,67545,29402.0,13683,15966,17979,52192,58649,1,35705,31627,67332,61896,61179,160,14506,17651,24320,16,0,35,33995,33815,29538,1,0.0,9.970319919070896,HIGH,1
HIGH,Saharsa,PD,Bihar,HF,1897102,57506.75,10187,12167,13808,46086,43663,40557,43310,58353,54602,53463,37011.75,10114,12104,13708,39413,48765,3,26926,24743,51669,48926,48478,32,6153,6273,12882,35,0,80,23179,22307,18099,0,10.151417007568677,9.540341004331871,HIGH,1
HIGH,Samastipur,NPD,Bihar,HF,4254782,115695.5,21514,25474,28866,93266,86454,80135,94817,110630,108351,105578,88337.0,21571,25351,28950,80136,90356,68101,56383,50364,106748,93079,92906,0,18114,12651,19511,13,2,33,49422,49303,47202,78760,7.733662934167708,11.093870379257975,HIGH,1
HIGH,Saran,NPD,Bihar,HF,3943098,94812.0,17850,21382,24467,77606,74216,70792,60736,94238,94252,93746,42563.75,18116,21385,24294,69228,81452,54006,48345,42615,90961,83746,84054,57,27886,30858,46925,29,1,25,43485,42484,36374,71002,4.0617221448761756,9.224726344615325,HIGH,1
HIGH,Sheikhpura,NPD,Bihar,HF,634927,17362.75,2844,3252,3613,13126,12311,11409,13146,15818,15454,14947,11889.0,2927,3214,3874,11151,13579,8646,8159,7184,15344,13444,13623,2,6214,4211,4827,8,0,43,8032,7948,6965,11980,11.626902420411513,10.969765028105593,HIGH,1
HIGH,Sheohar,PD,Bihar,HF,656916,20712.5,4034,4775,5265,15759,14842,13622,16142,19150,19055,18410,9856.5,3969,4726,5204,14937,16098,5,9451,8127,17578,15684,16326,45,2082,2157,3584,3,0,2,10583,9919,8519,0,15.133373566686783,12.96817249085119,HIGH,1
HIGH,Sitamarhi,PD,Bihar,HF,3419622,97202.5,17150,19896,21799,76646,71583,65874,54293,91899,89141,85275,35330.5,16890,19544,21349,65677,68019,15,46432,42396,88828,69254,70441,25,10180,11431,24395,81,0,427,35146,34226,28604,2,8.615519148170057,8.364667205907555,HIGH,1
HIGH,Siwan,NPD,Bihar,HF,3318176,81052.0,15357,17818,20369,69173,65941,63831,54602,83423,84659,84748,38426.75,15746,18256,20789,64718,70692,58621,43831,38727,82559,75640,75637,0,37602,28410,41075,1889,0,6975,44371,43627,37587,68332,0.0,11.327608903204652,HIGH,1
HIGH,Supaul,NPD,Bihar,HF,2228397,64844.75,11312,13238,14799,50117,46155,42001,48368,59655,57786,55350,42925.25,11522,13430,14983,43952,51305,3,29023,26898,55922,52164,51488,1052,13388,8772,16549,155,1,151,23391,22123,20689,0,13.760173337085885,9.284252312312393,HIGH,1
HIGH,Vaishali,NPD,Bihar,HF,3495249,87411.75,16443,19861,22291,70849,66651,62235,69011,84973,84233,81968,56882.0,16431,19791,22306,65065,75077,56759,44321,38895,83216,76787,77271,23,31377,25854,41589,20,3,23,42227,41665,38647,67206,4.799983983846565,11.057009100066978,HIGH,1
HIGH,West Champaran,NPD,Bihar,HF,3922780,110558.25,17190,20182,22703,83092,78274,72162,85836,98675,96161,92344,58324.0,17770,20201,22648,74326,79112,68243,51782,46183,97965,86348,85662,37,26631,30866,55355,56,0,27,45937,44776,37892,77824,11.390601786840874,9.659476187805588,HIGH,1
LOW,Chandigarh,NPD,CHANDIGARH,NHF,1054686,27570.25,5119,5217,5635,12679,11006,10325,26895,17070,15733,15466,24301.5,5569,5611,6035,12143,11966,0,8529,7487,16017,15459,15520,2383,11950,7371,3498,5,0,32,9680,9319,1385,0,41.90477054070964,1.3131870528289937,LOW,0
HIGH,Balod,NPD,CHHATTISGARH,HF,826165,12125.0,3273,3535,3762,9668,9254,9063,10760,12906,12779,12802,7568.75,3272,3548,3762,9739,12133,0,6431,6025,12456,12350,12370,0,10292,11423,12254,7,0,10,19682,19286,17580,0,0.0,21.279042322054313,HIGH,1
HIGH,Baloda Bazar,NPD,CHHATTISGARH,HF,1304881,29658.75,7597,8192,8822,20541,19608,18704,20634,27878,27547,27203,8786.0,7646,8268,8853,23659,26533,2,14038,13409,27448,27529,27475,1,23870,26479,23397,13,0,138,15494,15312,15113,2,7.453955409449151,11.581899039069462,HIGH,1
HIGH,Balrampur,NPD,CHHATTISGARH,HF,598855,19501.0,5256,5586,5851,13571,12905,12305,9208,18011,18002,17770,5783.75,4921,5478,6172,14369,13880,0,8929,8334,17264,16749,16606,11,12829,12732,10331,36,0,39,9908,9639,9505,4,11.471206604789499,15.871955648696263,HIGH,1
HIGH,Bastar,NPD,CHHATTISGARH,HF,1411644,17840.0,5040,5948,6275,12570,12070,11885,15618,17677,17775,17965,12858.25,5061,5894,6290,14325,15769,0,9048,8717,17765,16655,16661,0,18144,21706,19045,6,0,111,13062,12627,12281,0,0.4204035874439462,8.699785498326774,HIGH,1
HIGH,Bemetra,NPD,CHHATTISGARH,HF,795334,16322.75,4512,4964,5235,12016,11438,11007,10801,16185,16095,15947,6638.25,4456,4949,5229,12564,15493,2,8250,7700,15951,15803,15742,0,13787,16084,12257,59,0,21,8938,8847,8420,0,2.2774961326982277,10.586747203061858,HIGH,1
HIGH,Bijapur,PD,CHHATTISGARH,HF,255180,6034.5,1659,1701,1732,4288,4019,3747,3031,5933,5714,5474,2242.25,1670,1694,1728,4021,4313,0,2701,2611,5313,4849,4849,0,3654,5595,4714,26,0,36,6643,5342,4280,0,11.95625155356699,16.77247433184419,HIGH,1
HIGH,Bilaspur,PD,CHHATTISGARH,HF,2662077,53215.75,12109,13244,14401,37549,36289,36000,34931,48760,48869,49673,20159.0,14231,15270,16520,39639,43957,4,27188,25072,52260,46178,46150,0,17497,26855,24222,35,0,14,22245,22302,20230,1,1.7959908485739653,7.5993293958063575,HIGH,1
HIGH,Dantewada,PD,CHHATTISGARH,HF,533638,6905.5,1547,1671,1759,4565,4475,4293,5115,5946,5967,5938,3385.75,1527,1713,1798,5089,5661,0,3239,3108,6347,5968,5954,0,6185,5703,4846,12,0,79,5897,5720,5244,0,8.087756136413004,9.826886391149056,HIGH,1
HIGH,Dhamtari,NPD,CHHATTISGARH,HF,799199,15051.0,4021,4200,4511,9984,9586,9180,15240,13947,13832,13634,9012.5,3696,3963,4295,11153,13450,0,7209,6889,14098,13613,13655,1,15462,16416,17172,54,0,295,10158,10044,9469,0,6.331805195668062,11.848112923064217,HIGH,1
HIGH,Durg,NPD,CHHATTISGARH,HF,3343079,32962.25,8781,8986,9387,24649,22408,21985,28563,32035,31227,31382,21720.5,9546,9708,9936,24174,28193,0,16563,15643,32206,27585,27541,19,24239,19380,16688,15,0,8,14694,14671,12642,0,2.294291196747795,3.78154390009928,HIGH,1
HIGH,Gariyaband,NPD,CHHATTISGARH,HF,597399,11786.0,2920,3145,3342,8672,8301,8025,8329,11451,11376,11290,5978.25,2942,3166,3369,8930,11192,0,5834,5530,11364,11365,11350,1,11594,13887,14846,54,0,154,11816,11630,11458,0,3.5805192601391487,19.179811147993217,HIGH,1
HIGH,Janjgir Champa,NPD,CHHATTISGARH,HF,1620632,34502.5,9577,10129,10758,26037,24823,23958,21139,35284,34652,34487,12987.0,8996,10071,10731,26419,30655,0,17697,16330,34028,31932,31887,19,30166,29106,26974,129,0,38,22674,22370,20434,0,1.375262662125933,12.608661312376901,HIGH,1
HIGH,Jashpur,PD,CHHATTISGARH,HF,852043,16776.25,4256,4600,4959,11688,11386,11048,10301,15970,15765,15735,6575.0,4347,4583,4942,12670,15309,0,8101,7541,15642,15818,15731,0,15288,15041,14005,56,0,555,22596,22029,20899,0,6.761046121749498,24.528104802222423,HIGH,1
HIGH,Kanker,NPD,CHHATTISGARH,HF,748941,12272.0,3363,3665,3887,9069,8648,8482,11769,12275,12318,12341,7614.5,3369,3669,3884,9696,12017,0,6330,5961,12292,12032,12043,0,15004,19784,20220,5,0,71,17760,17446,16581,0,0.0,22.139260636018058,HIGH,1
HIGH,Kawardha,NPD,CHHATTISGARH,HF,822239,18403.5,4487,4862,5288,12917,12464,12257,14449,17295,17298,17436,5246.0,4606,4900,5299,13388,16089,0,8899,8224,17123,17091,17043,0,14405,15454,14305,0,0,0,11960,11860,11341,11,6.957915613877795,13.792826659888426,HIGH,1
HIGH,Kondagaon,NPD,CHHATTISGARH,HF,578326,12585.75,3105,3329,3597,8837,8448,8278,7775,11264,11122,11046,5005.0,3084,3325,3574,9210,8515,0,5799,5490,11289,10155,9934,6,11104,14732,14300,22,0,196,10503,9842,9287,0,10.30331923008164,16.05841687906129,HIGH,1
HIGH,Korba,NPD,CHHATTISGARH,HF,1206563,28683.75,7210,7856,8465,21836,21215,21004,25456,28968,28994,29465,20804.75,6915,7300,7834,23289,25603,0,14759,13675,28434,25914,25919,0,24233,23776,21041,24,0,337,15610,15400,14593,0,0.8707020525558896,12.094685482647819,HIGH,1
HIGH,Koriya,NPD,CHHATTISGARH,HF,659039,13215.25,3326,3627,3824,9384,9239,8971,8308,12661,12726,12605,6282.5,3333,3636,3814,9802,11259,3,6338,5819,12158,11911,11889,0,12248,12944,12555,46,0,197,12554,12283,11109,0,8.000227010461398,16.856362066584833,HIGH,1
HIGH,Mahasamund,NPD,CHHATTISGARH,HF,1032275,20289.0,5316,5565,5888,13200,12721,12263,18841,18212,18068,17882,15373.0,5598,5589,5910,14667,16056,0,9050,8437,17487,17215,17182,4,18556,20888,21671,30,0,26,12622,12552,12300,0,13.810439154221498,11.91542951248456,HIGH,1
HIGH,Mungeli,NPD,CHHATTISGARH,HF,701611,19606.5,4592,5074,5617,13942,13371,13498,10118,18175,18152,18846,4948.25,4600,5081,5636,14225,17185,0,9668,8988,18657,17185,17184,0,7109,14575,13885,23,0,42,8569,8515,8395,0,4.842781730548543,11.96531981397099,HIGH,1
HIGH,Narayanpur,NPD,CHHATTISGARH,HF,140206,3019.5,757,775,816,2275,2167,2038,1783,3006,2944,2854,1628.5,756,773,815,2135,2499,0,1401,1297,2698,2577,2593,0,3460,3722,3282,1,0,271,4639,4449,3969,0,10.647458188441796,28.308346290458324,HIGH,1
HIGH,Raigarh,NPD,CHHATTISGARH,HF,1493627,25420.5,6971,7436,7978,18567,17905,17463,23191,25202,25150,25303,15351.25,7062,7494,8067,20179,25879,0,13322,12600,25923,26110,26209,0,29841,30936,30608,96,0,1175,23790,23743,22819,0,0.0,15.277575994542145,HIGH,1
HIGH,Raipur,NPD,CHHATTISGARH,HF,4062160,53044.0,13269,14405,14765,35908,34376,33283,47646,49318,48781,47948,32002.5,13704,14700,15022,41610,42645,2,26974,25993,52968,41608,42020,10,29312,27081,23566,29,0,508,22008,21364,17752,0,0.14327727923987632,4.3700888197412215,HIGH,1
HIGH,Rajnandgaon,NPD,CHHATTISGARH,HF,1537520,32554.5,8130,8660,9291,21502,20793,20293,24403,29212,29188,29156,17846.5,8262,8796,9422,22694,27079,0,15491,14574,30065,28201,28209,5,23940,25989,23979,93,0,779,23573,23196,22469,0,7.647176273633445,14.613793641708726,HIGH,1
HIGH,Sukma,NPD,CHHATTISGARH,HF,249988,4811.5,1113,1115,1173,3624,3420,3241,3423,4586,4410,4346,2689.75,1024,1091,1199,3768,3278,1,2230,2189,4420,4031,4038,21,4240,5334,4496,65,0,1636,4756,3774,3165,2,8.13675568949392,12.660607709170039,HIGH,1
HIGH,Surajpur,NPD,CHHATTISGARH,HF,788969,16993.0,5436,5706,6151,11852,11387,10997,10686,16729,16864,16698,6389.0,5044,5815,6292,14094,14474,4,8743,8121,16865,16384,16294,0,15576,16004,13355,0,0,11,15787,14722,13958,0,0.7532513387865591,17.691442883053707,HIGH,1
HIGH,Surguja,PD,CHHATTISGARH,HF,2361329,23254.75,5488,5686,6067,15919,15428,15083,18307,21267,21079,21304,12786.75,6618,7128,7724,18335,18131,17,11287,10464,21751,19022,19053,28,14061,14817,12892,30,0,56,15119,14654,13620,0,6.466420838753373,5.767938309316491,HIGH,1
LOW,Dadra and Nagar Haveli,NPD,DADRA & NAGAR HAVELI,NHF,342853,9225.25,2368,2567,2839,5031,4862,4755,8342,7325,7364,7522,8082.75,2357,2545,2796,6015,5597,0,4142,3801,7943,7047,7050,1,6501,6931,5386,15,0,1001,2860,2823,2443,0,13.899352321075309,7.1255027664917625,LOW,0
LOW,Daman,NPD,DAMAN & DIU,NHF,190855,2852.5,908,972,1039,1973,1881,1814,2781,2866,2848,2827,2096.75,886,951,1024,2472,2348,0,1656,1545,3201,2835,2831,0,1862,1071,809,2,0,4,810,799,735,0,0.0,3.851091142490372,LOW,0
LOW,Diu,NPD,DAMAN & DIU,NHF,52056,767.5,265,279,292,500,479,456,790,764,758,748,776.5,270,283,294,600,643,0,395,373,768,759,759,0,690,679,939,0,0,48,331,330,319,0,0.0,6.128015982787766,LOW,0
LOW,Central,NPD,DELHI,NHF,578671,42839.75,2647,2484,2562,28877,26973,26212,37756,32266,29466,28692,35683.75,3197,2323,2488,23934,16805,9,15652,13808,29461,30170,30119,17361,17388,6268,4474,0,0,5,15994,15381,3527,0,31.229757409882176,6.0950004406649025,LOW,0
LOW,East,NPD,DELHI,NHF,1707725,15092.5,1176,1286,1290,18983,18934,18367,11656,20142,20150,19503,11225.0,1498,1375,1332,16785,12027,0,11018,9744,20763,20787,20750,11168,11506,3920,2197,5,1,4,8159,7949,5104,8,0.0,2.988771611354287,LOW,0
LOW,New Delhi,NPD,DELHI,NHF,133713,47371.75,725,889,1002,17426,15168,14493,41080,18013,15945,15435,40504.5,633,806,970,12532,9272,0,8520,7165,15685,15611,15601,9646,8889,4182,2420,0,0,0,7360,6903,2958,0,66.8895491511291,22.122007583406248,LOW,0
LOW,North,NPD,DELHI,NHF,883418,17597.25,1576,1741,1676,26657,26261,25441,9031,27451,27285,26548,7883.25,747,976,1126,22097,16683,2,15957,13676,29633,27965,27926,15704,13346,3103,2349,0,0,0,11017,10762,5891,1,0.0,6.668417442252705,LOW,0
LOW,North East,PD,DELHI,NHF,2240749,13350.75,1283,1518,1533,27792,27046,25674,6957,28209,27821,26519,6041.0,796,946,1045,22794,18995,15,14500,12850,27350,27626,27500,13125,11778,3679,1771,1,0,2,7730,7471,5604,0,0.0,2.5009494593102577,LOW,0
LOW,North West,PD,DELHI,NHF,3651261,43525.75,3149,2868,2876,36981,35372,34253,35813,38844,37555,36452,33338.0,2799,2432,2502,30454,22153,0,20531,17681,38212,38126,37725,20003,18593,4858,3400,5,1,4,15484,14961,6646,0,12.208290494707157,1.820193078500825,LOW,0
